RVOL,Target%,Stop%,MaxHold,Trades,WinRate,AvgWin,AvgLoss,FinalEquity,PnL%,Interval
2.5,0.005,-0.007,45,10,60.0,0.40215972424313495,-0.5431694484192464,100224.94646178275,0.22494646178274708,15m
3.0,0.005,-0.007,45,9,55.55555555555556,0.6661702371611092,-0.7783034517663693,100194.49941829017,0.1944994182901719,5m
3.0,0.005,-0.007,30,9,55.55555555555556,0.6661702371611092,-0.7783034517663693,100194.49941829017,0.1944994182901719,5m
3.5,0.005,-0.007,30,6,33.33333333333333,0.8833153493617046,-0.4286888395132571,100039.24408679854,0.03924408679854241,15m
3.5,0.005,-0.005,30,6,33.33333333333333,0.8833153493617046,-0.4286888395132571,100039.24408679854,0.03924408679854241,15m
3.5,0.008,-0.005,30,6,33.33333333333333,0.8833153493617046,-0.4286888395132571,100039.24408679854,0.03924408679854241,15m
3.5,0.005,-0.003,30,6,33.33333333333333,0.8833153493617046,-0.4286888395132571,100039.24408679854,0.03924408679854241,15m
3.5,0.008,-0.003,30,6,33.33333333333333,0.8833153493617046,-0.4286888395132571,100039.24408679854,0.03924408679854241,15m
3.5,0.01,-0.007,30,6,33.33333333333333,0.8833153493617046,-0.4286888395132571,100039.24408679854,0.03924408679854241,15m
3.5,0.008,-0.007,30,6,33.33333333333333,0.8833153493617046,-0.4286888395132571,100039.24408679854,0.03924408679854241,15m
3.5,0.01,-0.005,30,6,33.33333333333333,0.8833153493617046,-0.4286888395132571,100039.24408679854,0.03924408679854241,15m
3.5,0.01,-0.003,30,6,33.33333333333333,0.8833153493617046,-0.4286888395132571,100039.24408679854,0.03924408679854241,15m
2.5,0.005,-0.005,45,10,50.0,0.6563600061771269,-0.6510772130846012,100004.88688082912,0.0048868808291153976,5m
2.5,0.005,-0.005,30,10,50.0,0.6563600061771269,-0.6510772130846012,100004.88688082912,0.0048868808291153976,5m
2.5,0.005,-0.005,15,10,50.0,0.6563600061771269,-0.6510772130846012,100004.88688082912,0.0048868808291153976,5m
2.5,0.008,-0.007,45,10,50.0,0.4230352056203439,-0.5431694484192464,99926.57072501906,-0.07342927498093924,15m
2.5,0.005,-0.007,15,10,50.0,0.6563600061771269,-0.6757052430511601,99879.96976432714,-0.12003023567286437,5m
3.0,0.008,-0.007,45,8,50.0,0.5082181687506168,-0.5431694484192464,99844.39543969055,-0.15560456030945352,15m
3.0,0.005,-0.003,30,9,44.44444444444444,0.6710368858894197,-0.5744632402375777,99794.27451363919,-0.20572548636081048,5m
3.0,0.005,-0.003,45,9,44.44444444444444,0.6710368858894197,-0.5744632402375777,99794.27451363919,-0.20572548636081048,5m
3.0,0.005,-0.003,15,9,44.44444444444444,0.6710368858894197,-0.5744632402375777,99794.27451363919,-0.20572548636081048,5m
2.5,0.01,-0.005,45,10,40.0,0.6269922040221978,-0.5597027892229738,99686.53357065382,-0.31346642934618285,15m
3.5,0.005,-0.003,15,7,42.857142857142854,0.6680569517105303,-0.5807941513838665,99667.59394041458,-0.33240605958542435,5m
3.5,0.005,-0.003,30,7,42.857142857142854,0.6680569517105303,-0.5807941513838665,99667.59394041458,-0.33240605958542435,5m
3.5,0.005,-0.003,45,7,42.857142857142854,0.6680569517105303,-0.5807941513838665,99667.59394041458,-0.33240605958542435,5m
3.0,0.01,-0.005,45,8,37.5,0.808555154329846,-0.5597027892229738,99604.55568148836,-0.39544431851163975,15m
3.0,0.005,-0.007,45,8,50.0,0.4229107077712863,-0.5431694484192464,99506.66610746142,-0.493333892538576,15m
2.5,0.01,-0.003,45,10,40.0,0.6269922040221978,-0.5967394261061918,99501.70436083224,-0.49829563916775804,15m
2.5,0.005,-0.005,45,10,50.0,0.4625284299410334,-0.5597027892229738,99498.01923423665,-0.50198076576335,15m
3.5,0.008,-0.005,15,6,50.0,0.19700212561901265,-0.3726856424845531,99470.1995692875,-0.5298004307124938,15m
3.5,0.005,-0.003,15,6,50.0,0.19700212561901265,-0.3726856424845531,99470.1995692875,-0.5298004307124938,15m
3.5,0.008,-0.007,15,6,50.0,0.19700212561901265,-0.3726856424845531,99470.1995692875,-0.5298004307124938,15m
3.5,0.01,-0.005,15,6,50.0,0.19700212561901265,-0.3726856424845531,99470.1995692875,-0.5298004307124938,15m
3.5,0.01,-0.003,15,6,50.0,0.19700212561901265,-0.3726856424845531,99470.1995692875,-0.5298004307124938,15m
3.5,0.01,-0.007,15,6,50.0,0.19700212561901265,-0.3726856424845531,99470.1995692875,-0.5298004307124938,15m
3.5,0.005,-0.005,15,6,50.0,0.19700212561901265,-0.3726856424845531,99470.1995692875,-0.5298004307124938,15m
3.5,0.008,-0.003,15,6,50.0,0.19700212561901265,-0.3726856424845531,99470.1995692875,-0.5298004307124938,15m
3.5,0.005,-0.007,15,6,50.0,0.19700212561901265,-0.3726856424845531,99470.1995692875,-0.5298004307124938,15m
3.0,0.01,-0.003,45,8,37.5,0.808555154329846,-0.5967394261061918,99419.87846720654,-0.5801215327934625,15m
3.0,0.005,-0.005,30,9,44.44444444444444,0.6710368858894197,-0.6510772130846012,99410.75602477553,-0.5892439752244681,5m
3.0,0.005,-0.005,15,9,44.44444444444444,0.6710368858894197,-0.6510772130846012,99410.75602477553,-0.5892439752244681,5m
3.0,0.005,-0.005,45,9,44.44444444444444,0.6710368858894197,-0.6510772130846012,99410.75602477553,-0.5892439752244681,5m
2.5,0.005,-0.003,45,10,50.0,0.4625284299410334,-0.5967394261061918,99313.53954961764,-0.6864604503823648,15m
3.0,0.005,-0.007,15,9,44.44444444444444,0.6710368858894197,-0.6757052430511601,99286.58104313991,-0.713418956860085,5m
3.5,0.005,-0.005,30,7,42.857142857142854,0.6680569517105303,-0.676561617442646,99284.56229653525,-0.7154377034647478,5m
3.5,0.005,-0.005,15,7,42.857142857142854,0.6680569517105303,-0.676561617442646,99284.56229653525,-0.7154377034647478,5m
3.5,0.005,-0.005,45,7,42.857142857142854,0.6680569517105303,-0.676561617442646,99284.56229653525,-0.7154377034647478,5m
2.5,0.01,-0.003,15,10,50.0,0.42261769489017964,-0.5744632402375777,99229.96520029535,-0.7700347997046484,5m
2.5,0.008,-0.003,15,10,50.0,0.42261769489017964,-0.5744632402375777,99229.96520029535,-0.7700347997046484,5m
2.5,0.008,-0.005,45,10,40.0,0.5037149580870192,-0.5597027892229738,99201.80760386314,-0.7981923961368592,15m
2.5,0.005,-0.007,30,10,30.0,0.6981623160569721,-0.41300651992548215,99190.07689198117,-0.8099231080188328,15m
3.0,0.008,-0.005,45,8,37.5,0.6441854930829414,-0.5597027892229738,99120.228332346,-0.8797716676540004,15m
2.5,0.008,-0.003,45,10,40.0,0.5037149580870192,-0.5967394261061918,99017.87712644013,-0.9821228735598706,15m
3.0,0.008,-0.003,45,8,37.5,0.6441854930829414,-0.5967394261061918,98936.44911138412,-1.0635508886158787,15m
3.5,0.008,-0.003,15,7,42.857142857142854,0.40547541437671925,-0.5807941513838665,98889.20345989573,-1.1107965401042748,5m
3.5,0.01,-0.003,15,7,42.857142857142854,0.40547541437671925,-0.5807941513838665,98889.20345989573,-1.1107965401042748,5m
2.5,0.005,-0.003,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696,15m
2.5,0.005,-0.005,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696,15m
2.5,0.008,-0.005,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696,15m
2.5,0.008,-0.007,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696,15m
2.5,0.01,-0.003,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696,15m
2.5,0.01,-0.005,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696,15m
2.5,0.008,-0.003,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696,15m
2.5,0.01,-0.007,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696,15m
2.5,0.005,-0.007,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696,15m
3.5,0.005,-0.007,15,7,42.857142857142854,0.6680569517105303,-0.7783034517663693,98878.35166518837,-1.1216483348116308,5m
3.5,0.005,-0.007,45,7,42.857142857142854,0.6680569517105303,-0.7783034517663693,98878.35166518837,-1.1216483348116308,5m
3.5,0.005,-0.007,30,7,42.857142857142854,0.6680569517105303,-0.7783034517663693,98878.35166518837,-1.1216483348116308,5m
2.5,0.01,-0.005,15,10,50.0,0.42261769489017964,-0.6510772130846012,98848.61540353514,-1.1513845964648644,5m
2.5,0.008,-0.005,15,10,50.0,0.42261769489017964,-0.6510772130846012,98848.61540353514,-1.1513845964648644,5m
3.0,0.008,-0.003,15,9,44.44444444444444,0.42339011060140613,-0.5744632402375777,98815.40686850242,-1.184593131497575,5m
3.0,0.01,-0.003,15,9,44.44444444444444,0.42339011060140613,-0.5744632402375777,98815.40686850242,-1.184593131497575,5m
3.0,0.005,-0.005,45,8,37.5,0.5304422117771674,-0.5597027892229738,98784.94853644297,-1.2150514635570289,15m
3.0,0.008,-0.007,30,8,25.0,0.7277373934482523,-0.4448913358914658,98779.25607749444,-1.2207439225055567,15m
3.0,0.01,-0.007,30,8,25.0,0.7277373934482523,-0.4448913358914658,98779.25607749444,-1.2207439225055567,15m
3.0,0.005,-0.007,30,8,25.0,0.7277373934482523,-0.4448913358914658,98779.25607749444,-1.2207439225055567,15m
2.5,0.005,-0.003,30,10,30.0,0.6981623160569721,-0.47547353456830876,98756.00645716806,-1.243993542831944,15m
2.5,0.005,-0.005,30,10,30.0,0.6981623160569721,-0.47547353456830876,98756.00645716806,-1.243993542831944,15m
2.5,0.008,-0.007,15,10,50.0,0.42261769489017964,-0.6757052430511601,98725.14259743979,-1.274857402560214,5m
2.5,0.01,-0.007,15,10,50.0,0.42261769489017964,-0.6757052430511601,98725.14259743979,-1.274857402560214,5m
3.0,0.005,-0.003,45,8,37.5,0.5304422117771674,-0.5967394261061918,98601.79095912268,-1.398209040877322,15m
2.5,0.008,-0.007,30,10,20.0,0.7277373934482523,-0.41300651992548215,98560.26481363775,-1.439735186362246,15m
2.5,0.01,-0.007,30,10,20.0,0.7277373934482523,-0.41300651992548215,98560.26481363775,-1.439735186362246,15m
3.5,0.01,-0.005,15,7,42.857142857142854,0.40547541437671925,-0.676561617442646,98509.16324154947,-1.4908367584505322,5m
3.5,0.008,-0.005,15,7,42.857142857142854,0.40547541437671925,-0.676561617442646,98509.16324154947,-1.4908367584505322,5m
3.0,0.008,-0.005,15,9,44.44444444444444,0.42339011060140613,-0.6510772130846012,98435.65025718024,-1.5643497428197588,5m
3.0,0.01,-0.005,15,9,44.44444444444444,0.42339011060140613,-0.6510772130846012,98435.65025718024,-1.5643497428197588,5m
3.0,0.005,-0.005,30,8,25.0,0.7277373934482523,-0.5177695196414301,98346.98345527671,-1.6530165447232865,15m
3.0,0.008,-0.005,30,8,25.0,0.7277373934482523,-0.5177695196414301,98346.98345527671,-1.6530165447232865,15m
3.0,0.01,-0.005,30,8,25.0,0.7277373934482523,-0.5177695196414301,98346.98345527671,-1.6530165447232865,15m
3.0,0.01,-0.003,30,8,25.0,0.7277373934482523,-0.5177695196414301,98346.98345527671,-1.6530165447232865,15m
3.0,0.008,-0.003,30,8,25.0,0.7277373934482523,-0.5177695196414301,98346.98345527671,-1.6530165447232865,15m
3.0,0.005,-0.003,30,8,25.0,0.7277373934482523,-0.5177695196414301,98346.98345527671,-1.6530165447232865,15m
2.5,0.008,-0.007,45,10,40.0,0.5983623179637513,-0.6740011067714997,98338.5320956853,-1.6614679043147045,5m
3.0,0.005,-0.007,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731,15m
3.0,0.005,-0.005,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731,15m
3.0,0.008,-0.003,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731,15m
3.0,0.005,-0.003,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731,15m
3.0,0.008,-0.007,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731,15m
3.0,0.01,-0.007,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731,15m
3.0,0.01,-0.005,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731,15m
3.0,0.01,-0.003,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731,15m
3.0,0.008,-0.005,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731,15m
3.0,0.008,-0.007,15,9,44.44444444444444,0.42339011060140613,-0.6757052430511601,98312.69329002942,-1.6873067099705805,5m
3.0,0.01,-0.007,15,9,44.44444444444444,0.42339011060140613,-0.6757052430511601,98312.69329002942,-1.6873067099705805,5m
2.5,0.008,-0.007,30,10,40.0,0.5193956891623732,-0.6375137569047284,98246.6918907738,-1.7533081092262,5m
2.5,0.01,-0.003,30,10,20.0,0.7277373934482523,-0.47547353456830876,98128.95052955324,-1.8710494704467566,15m
2.5,0.01,-0.005,30,10,20.0,0.7277373934482523,-0.47547353456830876,98128.95052955324,-1.8710494704467566,15m
2.5,0.008,-0.005,30,10,20.0,0.7277373934482523,-0.47547353456830876,98128.95052955324,-1.8710494704467566,15m
2.5,0.008,-0.003,30,10,20.0,0.7277373934482523,-0.47547353456830876,98128.95052955324,-1.8710494704467566,15m
3.5,0.01,-0.007,15,7,42.857142857142854,0.40547541437671925,-0.7783034517663693,98106.12506050488,-1.8938749394951155,5m
3.5,0.008,-0.007,15,7,42.857142857142854,0.40547541437671925,-0.7783034517663693,98106.12506050488,-1.8938749394951155,5m
3.0,0.008,-0.007,30,9,33.33333333333333,0.6433950746864827,-0.6375137569047284,98102.09182800008,-1.8979081719999231,5m
3.0,0.008,-0.007,45,9,33.33333333333333,0.7108865686199374,-0.6740011067714997,98082.74253710658,-1.9172574628934236,5m
2.5,0.008,-0.003,30,10,30.0,0.4769597048005418,-0.5120264193643975,97854.24746395844,-2.1457525360415604,5m
2.5,0.01,-0.007,30,10,40.0,0.407702496854674,-0.6375137569047284,97811.28741533091,-2.1887125846690907,5m
3.5,0.008,-0.003,30,7,14.285714285714285,0.8118866007449125,-0.50584088998306,97788.58723178227,-2.211412768217735,5m
3.0,0.008,-0.003,30,9,22.22222222222222,0.6417407909057901,-0.5120264193643975,97710.2250032155,-2.289774996784501,5m
3.0,0.01,-0.007,30,9,33.33333333333333,0.494470818276217,-0.6375137569047284,97667.32818344189,-2.3326718165581113,5m
3.5,0.008,-0.003,45,7,14.285714285714285,0.8118866007449125,-0.5423282398498313,97574.49238417234,-2.425507615827664,5m
2.5,0.01,-0.007,45,10,30.0,0.5271875570366975,-0.5806586524590104,97526.46618558766,-2.4735338144123378,5m
2.5,0.008,-0.003,45,10,30.0,0.4325027269145948,-0.5433012906787729,97510.48191946669,-2.4895180805333075,5m
2.5,0.008,-0.005,30,10,30.0,0.4769597048005418,-0.5667506856837001,97478.1846757958,-2.5218153242042027,5m
2.5,0.01,-0.003,30,10,30.0,0.32803544839027615,-0.5120264193643975,97420.5822029004,-2.579417797099595,5m
3.5,0.008,-0.005,30,7,14.285714285714285,0.8118866007449125,-0.5696858673555797,97412.77678187395,-2.5872232181260477,5m
3.5,0.01,-0.003,30,7,14.285714285714285,0.36511383151411564,-0.50584088998306,97355.21296025676,-2.6447870397432416,5m
3.0,0.008,-0.005,30,9,22.22222222222222,0.6417407909057901,-0.5667506856837001,97334.71570649087,-2.665284293509132,5m
3.0,0.01,-0.003,30,9,22.22222222222222,0.41835440629039167,-0.5120264193643975,97277.19801325609,-2.7228019867439146,5m
3.0,0.01,-0.007,45,9,22.22222222222222,0.6603865525574498,-0.5806586524590104,97272.78890157978,-2.727211098420215,5m
3.0,0.008,-0.003,45,9,22.22222222222222,0.5183593073742958,-0.5433012906787729,97256.84621232894,-2.7431537876710643,5m
3.5,0.008,-0.005,45,7,14.285714285714285,0.8118866007449125,-0.606173217222351,97199.50472026883,-2.8004952797311704,5m
2.5,0.008,-0.005,45,10,30.0,0.4325027269145948,-0.5980255569980754,97135.74025361081,-2.864259746389187,5m
2.5,0.01,-0.005,30,10,30.0,0.32803544839027615,-0.5667506856837001,97046.18602984575,-2.953813970154253,5m
3.5,0.008,-0.007,30,7,14.285714285714285,0.8118866007449125,-0.6375137569047284,97014.22433179988,-2.98577566820012,5m
