RVOL,Target%,Stop%,MaxHold,Trades,WinRate,AvgWin,AvgLoss,FinalEquity,PnL%
2.5,0.008,-0.003,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696
2.5,0.008,-0.007,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696
2.5,0.01,-0.005,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696
2.5,0.008,-0.005,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696
2.5,0.01,-0.007,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696
2.5,0.01,-0.003,15,11,45.45454545454545,0.29190596656069095,-0.4275901115724239,98888.54901247473,-1.1114509875252696
3.0,0.005,-0.005,45,8,37.5,0.5304422117771674,-0.5597027892229738,98784.94853644297,-1.2150514635570289
3.0,0.01,-0.007,30,8,25.0,0.7277373934482523,-0.4448913358914658,98779.25607749444,-1.2207439225055567
3.0,0.008,-0.007,30,8,25.0,0.7277373934482523,-0.4448913358914658,98779.25607749444,-1.2207439225055567
3.0,0.005,-0.007,30,8,25.0,0.7277373934482523,-0.4448913358914658,98779.25607749444,-1.2207439225055567
2.5,0.005,-0.005,30,10,30.0,0.6981623160569721,-0.47547353456830876,98756.00645716806,-1.243993542831944
2.5,0.005,-0.003,30,10,30.0,0.6981623160569721,-0.47547353456830876,98756.00645716806,-1.243993542831944
3.0,0.005,-0.003,45,8,37.5,0.5304422117771674,-0.5967394261061918,98601.79095912268,-1.398209040877322
2.5,0.008,-0.007,30,10,20.0,0.7277373934482523,-0.41300651992548215,98560.26481363775,-1.439735186362246
2.5,0.01,-0.007,30,10,20.0,0.7277373934482523,-0.41300651992548215,98560.26481363775,-1.439735186362246
3.0,0.01,-0.003,30,8,25.0,0.7277373934482523,-0.5177695196414301,98346.98345527671,-1.6530165447232865
3.0,0.008,-0.003,30,8,25.0,0.7277373934482523,-0.5177695196414301,98346.98345527671,-1.6530165447232865
3.0,0.008,-0.005,30,8,25.0,0.7277373934482523,-0.5177695196414301,98346.98345527671,-1.6530165447232865
3.0,0.01,-0.005,30,8,25.0,0.7277373934482523,-0.5177695196414301,98346.98345527671,-1.6530165447232865
3.0,0.005,-0.003,30,8,25.0,0.7277373934482523,-0.5177695196414301,98346.98345527671,-1.6530165447232865
3.0,0.005,-0.005,30,8,25.0,0.7277373934482523,-0.5177695196414301,98346.98345527671,-1.6530165447232865
3.0,0.005,-0.007,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731
3.0,0.008,-0.003,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731
3.0,0.005,-0.005,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731
3.0,0.005,-0.003,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731
3.0,0.008,-0.005,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731
3.0,0.008,-0.007,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731
3.0,0.01,-0.007,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731
3.0,0.01,-0.005,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731
3.0,0.01,-0.003,15,9,44.44444444444444,0.20512941788226077,-0.5019837374498424,98315.33643856383,-1.6846635614361731
2.5,0.008,-0.005,30,10,20.0,0.7277373934482523,-0.47547353456830876,98128.95052955324,-1.8710494704467566
2.5,0.008,-0.003,30,10,20.0,0.7277373934482523,-0.47547353456830876,98128.95052955324,-1.8710494704467566
2.5,0.01,-0.005,30,10,20.0,0.7277373934482523,-0.47547353456830876,98128.95052955324,-1.8710494704467566
2.5,0.01,-0.003,30,10,20.0,0.7277373934482523,-0.47547353456830876,98128.95052955324,-1.8710494704467566
