date,spot,expiry,strike,option_price,volume,open_interest,profitable,RSI,MACD,MACDhist,SMA10,SMA20
2025-10-01,186.00999450683594,2025-10-10,185.0,5.32,37237.0,20410,0,61.639404838254116,1.7951273582921488,0.8444120806527973,178.59499969482422,175.96060943603516
